id	text	audio_id	audio_distance	region
64	la electricidad que arrastran los objetos mostrando el verde olivo en ausencia de luz	8	0.602104454778181	r1-1-2
65	la aristocracia pide faisanes en sus cuadros aves de caza, plumajes clavados de sangre	11	0.4567905531085992	r1-1-3
66	los animales representan el desparpajo de la propiedad el contraste reafirma el miedo a perderlo todo	19	0.5349171774333717	r1-1-2
67	un hombre arrastra su arado	28	0.270652415129934	r3-0-2
68	Bruegel el campesino se camufla entre la muchedumbre cuadros de cuadros de David Teniers el joven	12	0.615436954207876	r2-1-3
69	la Revolución francesa emerge en el color que vela la carne	1	0.3542477928239863	r2-1-3
70	para quien se oculta	14	0.2845632412787409	r2-1-2
71	la madeja y el barro cuecen el caparazón	1	0.33723924178709186	r2-1-3
72	el río como labios que terminan de pronunciar un monosílabo atraviesa las dos dimensiones abismadas de la perspectiva	23	0.46021606728318415	r1-1-3
73	las montañas se yerguen quemadas	14	0.43752267662203276	r2-0-2
74	pinceladas transparentes aglutinan el caos del límite Bruegel se autorretrata como un bufón	33	0.9895777097059287	r3-2-3
75	oculto bajo la mesa	22	0.8653627770091147	r2-1-3
76	fingido mármol del marco que cierra el tríptico	44	0.8762505266270565	r3-2-2
77	cruzo el umbral que empuja el trayecto	14	0.5422130220051257	r3-0-2
78	el muro se descascara en láminas amarillas	14	0.18413530017485294	r2-1-2
79	los canarios viven en pareja o mueren de soledad cuelgan del tragaluz	39	1.363565077106357	r1-2-1
80	¿que sustancia emana del color si el concreto y el trino llevan al lugar del destierro?	44	1.0157117739969175	r3-2-3
81	la jaula es cubierta por las noches, pero los pájaros siguen ahí sus pulsaciones resuenan	29	0.6608893875565859	r2-0-2
82	cambian de color	11	0.5188220331523197	r1-1-2
83	su canto no se detiene	28	0.5133377423556742	r3-0-2
84	fisuras que no dejan de avanzar	26	0.6143410978984242	r2-0-3
85	la pared se confunde con el plumaje y el cielo desgastado vi como se deslizaban las gotas por el lomo	5	0.3647568996360404	r2-0-3
86	el muro cada vez más gris neutralidad de la función o particularidades del tono	2	0.7829382243087812	r2-2-3
87	la familia es arrinconada por las máquinas de trabajo mientras la jaula permanece invisible	26	0.3466685074809939	r2-0-3
88	el sol entorpece su crecimiento las hojas se enredan en la corteza la mitad de ellas sobra	10	0.4646869930058123	r2-1-3
89	y nada de lo que entienda	26	0.6067046571134875	r2-0-2
90	cambiará el paisaje que estorba mi ventana	14	0.27890528549291593	r2-1-2
91	escucha el húmedo trazo opacidad no es oposición	5	0.6119758501794347	r3-0-3
92	continuidad del brillo agobiando de claridad estas pupilas el ojo destemplado irradia	1	0.8051868109471859	r2-1-2
93	formas boschianas permanecen en los gestos se aprende del hurto	37	1.557813958238414	r2-2-1
94	el oficio impide profundidad, pero hay quienes insisten en ella una mano dibuja paisajes mientras otra carga la silueta	14	0.2531339339811622	r2-0-2
95	pintaban sólo el centro de la libélula las alas literalmente pegadas	27	0.4568212912964903	r1-0-3
96	un hombre común su papada	28	0.4369088884173047	r3-0-2
97	ápices de barba	19	1.0283911497489844	r0-0-2
98	ese mismo hombre con sombrero	14	0.19132165279767346	r2-1-2
99	podría representar la tragedia en un cuadro religioso ser una simple coincidencia del detalle	36	0.5192493404139262	r2-1-2
100	redimir el trasfondo para develar la naturaleza del color nada expresa el joven orante ni su melena	36	0.690297312119781	r3-1-3
101	la lupa reduce el entorno a la mudez	34	0.6417964351739026	r2-1-3
102	nuestra fantasía se resume a la potencia del retablo	21	1.3857047932706679	r2-3-3
103	demasiadas estaciones desandando indiferencia si el calor atormenta con su habitual optimismo	28	0.29651598083030567	r3-0-2
104	los dedos del pie se ennegrecen y las uñas opacan las pisadas filamentos de un tren atravesando la estepa	12	0.3384199595553995	r1-1-2
105	recuerdo a Gramsci escribiendo tiernamente cartas a su hijo interrumpido por el hielo que asciende al metal que lo fragmenta	40	0.47878842342486083	r3-0-2
106	los bosques rezuman su muerte	6	1.843508443667004	r2-0-0
107	¿cuántas vueltas se dan girando alrededor mientras los gusanos se alimentan de su savia? caracoles presionando el caparazón	6	0.7428544141859311	r2-0-2
108	como si el halo de los pájaros fuera perceptible al momento de quitar la tela de las palabras tiemblo sin conocer el origen	8	0.6661696608253451	r2-0-2
109	veo los surcos de la alfombra	19	1.4155982524059276	r0-1-2
110	que fue plegada en el rincón de un armario diferentes dobleces fijan la silueta dorada de la flor	24	0.20057288850519409	r1-0-3
111	podría ser blanca la representación de lo ajado o simplemente esas hebras desgastadas pierden opacidad	13	0.4684323104519497	r2-1-2
112	resecas las líneas de la mano que se abren a la carne las rodillas partidas de grava chorrean	23	0.2802495531793661	r1-1-3
113	como si en ellas viviera un ciruelo maduro espero que revienten antes de tocar el piso defraudando la física de la luz	23	0.39961635200943785	r1-1-3
114	el fuego y el muro rapiñan la distancia aviva el abismo ante los cuerpos tutelados ínfimos los ojos del segundo navegante	37	0.5702494575463687	r2-1-2
115	¿qué expresión puede invocar el hilo de las serpientes? enturbia el viento con furia	25	0.8013581956613648	r2-0-3
116	sobresalen los espinazos del manto ceguera que arremolina la brecha	35	0.5946294857855723	r2-2-2
117	contemplativa raigambre del cerco	45	1.758692873472157	r2-3-2
118	fuimos atrapados al punto de irradiar lejanía hebra o madeja	8	0.4105369686206524	r2-1-2
119	mirar a través de la distancia cuando simula coherencia una mariposa aplasta el marco del molino sobre la montaña	2	0.5195271442826965	r2-1-3
120	reitera el aire su insistencia	28	0.5355165364639569	r3-0-2
121	las sombras orbitan la opacidad	10	0.35470978590208585	r2-1-3
122	un enfermo se inclina ante las hojas que duelen la luz mi cabeza retumba el desvarío	10	0.557417147046931	r2-0-3
123	latidos que acompañan la niebla	3	0.10846042551421711	r2-1-3
124	hay aves que deciden no volver a pisar tierra el planeta es el sedimento relegado de la brisa quién necesita un roquedal o un banco de arena si los pulmones flotan como aguas muertas	26	0.7644885425864496	r1-0-2
125	el barro nace como residuo de la respiración se secan las hojas del palto	22	0.7071709148654859	r2-1-3
126	su tallo se estira	28	0.2624707325257316	r3-0-2
127	el agua sorbe reflejos puse otro hueso a florecer	14	0.28282608228718625	r2-1-2
128	mientras la «Mimosa púdica» aprende de sus errores	11	0.41549435388391637	r1-1-3
129	árboles otra vez	42	0.3963162721264466	r3-1-2
130	los hay descendiendo montañas nevadas	6	2.1376399526503507	r2-1-0
131	intuitiva perspectiva de errados volúmenes velocidad de la marca	32	2.3536342474872196	r0-1-3
132	ungiendo de baba la arcilla mientras cae del río el agua sube por la vega	21	0.7456462205244028	r2-2-3
133	la cercanía no aclara absolutamente nada tesitura de urdimbre congelada	24	0.303138219190187	r1-1-3
134	las nubes afectan cromáticamente un niño está perdiendo su gorra	5	1.2502841160988176	r3-0-3
135	la broza adorna el muro de la taberna	11	0.7675531951732089	r1-1-3
136	el ruido no da tiempo presiona al centro del habla con voz materna su secuela	36	0.6528138199133557	r3-1-2
137	puedo visitar esta escena todos los días recordar la luminosidad de la mano que equivocándose te detuvo	11	0.21131716877829726	r1-1-3
138	retraer el impulso a su derrota la voz imaginada no refracta	5	0.4144664967833326	r3-0-3
139	reverberante toma la carne arrojada en penumbra pensar es pensarlo todo	13	0.5269694032121827	r2-1-2
140	las superficies planas siempre están curvadas	5	0.7579735185021779	r2-0-3
141	¿cuántas líneas convergen en la habitación de un enfermo? fiebre es intervalo	26	0.5256062232481558	r1-1-3
142	piel rasgada en la cabeza que supura el cráneo como pintura que cae	1	0.4474669564103826	r2-1-3
143	tras el azote de la puerta	11	1.2261048739422091	r0-1-3
144	Van Kessel cien años después	14	0.2663452541671656	r2-1-2
145	imagina lagartos alados	14	0.3901857478742342	r2-1-2
146	copas insufladas colman el ojo	14	0.18912039166099368	r2-1-2
147	bichos saturados de mármol	32	0.3794892380197253	r1-1-2
148	ciempieces y caracolas trazan el nombre	14	0.3477610055897876	r2-1-2
149	insectos rellenan las letras	5	0.5700890433128728	r2-0-3
150	dos lenguas convergen al margen del gusano	45	0.8036617845565984	r3-2-2
151	mantarrayas botan peces por la tripa	33	0.2920249119305698	r2-1-3
152	un salmón respira fuera del agua	44	0.45168780230073197	r3-2-2
153	sofocado o pasmado de espanto	19	1.2704075082886204	r0-0-2
154	induce un ave el calor	28	0.4960194559823013	r2-0-2
155	exhalan nieve mis pulmones	14	0.24833831217755856	r2-1-2
156	pensar en pájaros es sostener medusas tras los cristales	6	1.1371443677995583	r2-0-1
157	¿qué densidad tiene la mano que mece la tarde?	3	0.2941624693764551	r2-1-3
158	ámbar el gorjeo de la sangre que se acerca	23	0.3335482948566644	r1-1-3
159	tibia periferia agita el vacío	14	0.23330551949380435	r2-1-2
160	un suave manto llueve entre nosotros	13	0.6133289375399876	r2-0-3
161	retícula que estampa el hueso	5	0.1838278740429505	r3-0-3
162	la madera se contrae al punto de su nervadura mientras el agua abandona su nicho minúsculas gotas desnudan el fondo	28	0.5210766821782141	r2-0-2
163	no hay transparencia en la base ajada del retablo no es el reflejo del insecto sino su deterioro	44	0.44597707879109305	r3-1-2
164	los colores se intensifican en la ausencia venas y celdillas	9	0.5163543776300957	r2-1-2
165	secos los años que dan erróneas fugas a las siluetas las mariposas no resisten su turbia marginalidad ante los artrópodos nocturnos	6	0.8866215453411811	r2-0-1
166	amasijo común del cántaro	45	1.4736712113034494	r3-3-2
167	mis sentidos desperdigados y ansiosos el perro ladra a un monocorde bulbo	40	0.6921175006581392	r3-0-2
168	no hay miniaturas en el sonido	14	0.6544298011560731	r2-0-2
169	tampoco sombras en el paso de los segundos	31	1.549030878344555	r1-1-1
170	¿qué grabado puede transcribir la risa del bufón? matices del espectador silente	21	1.6876913322260325	r3-3-3
171	que bota su oído	28	0.6893372213001177	r3-0-2
172	anonadado en las trampas de la luz	11	0.766729446719156	r1-1-3
173	me hundo en los jaramagos piel atada a su llanura	43	1.9928286503799402	r2-1-0
174	es tiempo de pliegues	26	0.7959691925498071	r1-0-2
175	tampoco quedan residuos del sueño temblor súbito de la memoria	15	1.8126839163953932	r1-2-3
176	debería citar esa plaza donde te vi por última vez describir estos dibujos del piso	44	1.0512154979096886	r3-2-3
177	donde los edificios espesan la luz en cúmulos de celdas	4	0.5686814910256407	r1-1-2
178	las branquias reiteran su mecánica mientras las escamas escurren sigilosas ovoides en bosques sumergidos	28	0.4243506357146445	r3-0-2
179	el pez nombra la materia con la que el mismo es producido cuando se agita y eleva	13	0.41173362626071663	r2-1-3
180	las olas pronuncian el vaivén	5	0.5095413849411051	r2-0-3
181	en un idioma que nadie quiere escuchar	14	0.42286896915959943	r2-0-2
182	la mano duerme su libido	13	0.4246404440197688	r2-1-3
183	soplo exhausto el frágil resquebrajo escucho una voz femenina	5	0.6303335744395256	r3-0-3
184	podría ser mi abuela	14	0.1550432640640664	r2-1-2
185	regalando nuestra ropa a los vecinos su pie desbordaba la piel del empeine	37	0.44387648370448474	r2-2-1
186	zanjar el plano flores reverberantes	28	0.43843490904977517	r2-0-2
187	fuga del punto hundido al borde del tronco fuego	45	1.2394567065994833	r3-3-2
188	multitudes cotidianas rebalsan sin vértices fuera del cardumen	44	0.47791917210812546	r3-2-2
189	lúmenes capean el centro de la llama para tocar el polvo suspendido del pelaje	22	0.8077833757980389	r2-1-3
190	tartamudeo quietud	9	0.3753546992228899	r2-1-2
191	el gesto coincide con la urgencia del habla su impulso incrusta de letras mis manos tardío pensamiento	1	0.6144581873032511	r2-1-2
192	el cuadro dice lo que ningún límite puede evitar si bien los pájaros conmueven, se diluyen rasgan la médula rosa de los pulmones	29	0.7042011561723511	r1-0-1
193	tanteo errático el momento en que una imagen se apropia de la letra el rectángulo sobresale del retablo	2	0.974716608569513	r2-2-3
194	de la tela su hebra del tronco su trama	21	0.44946675595743624	r2-2-2
195	no hay nada en el paisaje que no sea una intención hálito y deseo	14	0.49763959588225304	r2-0-2
196	Tiziano se asemeja a Rubens,	14	0.35606306602165694	r2-1-2
197	pero Van der Weyden se aleja de Tiziano	8	0.288542639496887	r1-1-2
198	cuerdas remecen insuflando	5	0.6448017340365304	r2-0-3
199	los colores en la piel que ondula	9	0.44430249415496353	r2-1-2
200	resonancias de una idea que no llega	26	0.854210266004682	r2-0-3
201	modela el susurro la brisa	3	0.3437053078040864	r2-1-3
202	el vendaval trae estruendos y remece los sentidos	6	1.5824479432800869	r2-1-1
203	una flor atiende su caída	28	0.9245602872656384	r3-0-2
204	ensucio el aire frotando dos leños encendidos	28	0.48845584772612766	r3-0-2
205	o dejando caer agua en medio del humo	45	0.9199403872552656	r3-2-2
206	acudo a las mejillas de mi madre	26	0.8111307505678693	r2-0-2
207	como el ciervo a su reflejo desfigurado	28	0.35150149615685083	r3-0-2
208	intento una caricia que llega torpe a su destino	28	0.535422795719996	r3-0-2
209	cuando los diques estriados se llenan de musgo	19	1.3809498377449432	r1-1-1
210	una roca se mimetiza y desaparece	5	0.285609330498628	r2-0-3
211	el pelaje fino del perro se mueve entre la opacidad y el oro un niño grita su nombre mientras otros se aíslan encaramados en árboles inimitables	36	0.5775852646435443	r3-1-3
212	obsequian polvorientas tinturas el pintor sostiene su otra mano	28	0.4586859193174322	r3-0-2
213	mientras el telescopio distorsiona imágenes a su favor	28	0.7695301602357749	r3-0-2
214	los hijos de Pieter Bruegel el viejo no llegan a conocerlo son criados por sus abuelos	9	0.9636728738353281	r2-1-1
215	el taller de Peter el joven llega a realizar hasta 174 copias de los cuadros de su padre pintores italianos son enviados a Flandes Jan el viejo se acerca a Rubens	29	0.8652048580372251	r2-0-2
216	el viejo Bruegel saca la hache de su apellido para facilitar su italianización Jan Van Eyck es traducido como Juan de Brujas	14	0.7370329695233628	r2-0-2
217	algunos cuadros del quatroccento parecen menos interesantes	44	0.32473400533782154	r3-2-2
218	melodías que abandonan su origen para torcer al comienzo de mi boca esta fragilidad se adhiere como una flor del aire al pilar desgastado	36	0.45974568865562365	r3-1-3
219	la impresión del abandono	21	2.4133271065033455	r2-3-3
220	la costumbre de sobrellevarlo	23	1.6265478476319264	r0-1-3
221	dejé de escuchar silbidos en el tráfago de los bosques pintar para sobrevivir, dibujar lagartos alados	9	1.2424684120544798	r2-1-1
222	¿cómo enseñar la articulación entre el mentón y el comienzo del oído?	33	0.6383477096564737	r3-1-3
223	¿cuántas formas hay de sostener un pincel?	8	0.7878055557085999	r1-0-2
224	¿cómo pinta la crin de un animal enorme?	27	0.3969788533517761	r1-1-3
225	¿cuánto tiempo puede un niño fijar la mirada sin mascar el borde de su blusa?	5	0.31022823590834997	r2-0-3
226	¿qué hacer con los insectos cuando repiten el ascenso?	9	1.2431857785648996	r2-1-1
227	¿cuántas veces al año florece un nogal para dar con su forma? hay tantas abuelas como madres, pero en nada coinciden	14	0.5165273302874538	r2-0-2
228	las ilustraciones no tienen color, pero un árbol transparente no sabe de deseo cerdas que resbalan por la tela	10	0.24736703517364944	r2-1-3
229	ningún castillo flota en el agua, pero el reflejo los hace volar	9	1.1739474049187362	r2-1-1
230	¿cuánta pintura necesita un sólo cabello?	5	0.4759897432748637	r2-0-3
231	el óleo es comestible pero no se puede tragar dos hermanos disputan atención	14	0.39777404460533106	r2-0-2
232	mientras el perro posa para ser retratado con un mendrugo en el hocico	28	0.4638712592059579	r3-0-2
233	hilo al vértice de la mano	11	0.7306106266717105	r1-1-3
234	tocar algas con la piel del cuello texturas compartidas continuidad del aire	45	0.8848142082826891	r2-2-2
235	adhiere al músculo	14	0.4388648565124733	r2-1-2
236	reposa en la ladera del árbol	21	1.4464914148051005	r2-3-2
237	si el cabello que en círculos capea las olas brota del movimiento accidental del viento es porque la música es anterior al gesto	33	0.5646054944313136	r3-1-3
238	caer es el peso de los días que asfixian	29	0.9272910337767661	r1-0-1
239	el pie del danzante a milímetros del zapato dejo entonces que el acto me disloque	44	0.9940416602661615	r3-2-2
240	¿se romperá esta intriga que nos separa de la nieve? el mar con botones de cera	23	0.711645403539071	r1-1-3
241	traga el cuerpo sin alas	28	0.6213197232141626	r3-0-2
242	partir ramas secas o sostener el arado el molino mueve la roca	36	0.5916532300931795	r2-1-3
243	apisona suspendido	13	0.4283872249419469	r2-1-3
244	las heridas vuelven los ojos sobre sí	6	0.6659331946430286	r2-0-1
245	¿qué empuja el vacío	14	0.3491610421816177	r2-0-2
246	cuando tendido sobre los codos	6	1.392440903582355	r2-1-1
247	pienso en las heridas que crecen por desgaste? mi madre pone a su madre en el sofá imaginando las rectas de un dibujo infantil	28	0.8488966898459882	r2-0-2
248	la abuela sonríe cuando recuerda	13	0.06521419529737678	r2-1-3
249	que los cuadros que adornan las murallas son imitaciones que ella misma pintó	28	0.6555928303359129	r2-0-2
250	si juntas aparecieran en un cuadro	14	0.4625268821859234	r2-0-2
251	formarían un paisaje de faisanes teñidos de sangre de uno por cinco centímetros	24	0.2716043204405378	r1-0-3
252	los movimientos atrapados en el gesto de girar a un enfermo mientras suena un lamento exagerado	29	1.02971539180963	r2-0-2
253	que recuerda a un animal tragando carroña	5	0.3643900296434458	r2-0-3
254	el sol divide los acentos	37	1.5312387610526181	r2-1-1
255	capas de tierra con sucesivos tesoros	11	0.5041194433964458	r1-1-2
256	sobre mi espalda juega una niña que recupera el aliento huesos enormes crecen desde el cráneo	5	0.5072453579083533	r2-0-3
257	cavamos hacia el núcleo	40	0.518241494978165	r3-1-2
258	se construye sobre muros y palacios quemados	14	0.6499231464322036	r2-0-2
259	fuego en la base de los cimientos que volverán a caer	4	0.7088296531518296	r1-1-2
260	abejas sobre el cuero de la iguana se estancan entre los ciruelos	31	0.6096030740788864	r1-1-2
261	la miel se adhiere a la corteza zumbido deforme	3	0.5597022105273195	r2-1-3
262	entre espinos y rosaledas un oído inquieto	5	0.5108249910746165	r2-0-3
263	su nervadura	28	0.7810035025905953	r3-0-2
264	subir hasta dar con las aspas del molino	1	0.586343770558727	r2-1-2
265	esta rara ventisca ignora que el grano revienta en polvo	5	0.3075785051603633	r3-0-3
266	los tejados cargan la sombra de sus habitantes	19	0.6132075131863038	r1-1-2
267	nueve niños caben en una cama	28	0.49322623806206034	r2-0-2
268	uno de ellos juega a cabalgar con la manta de pelo que ahora se encabrita	24	0.6190755419731481	r1-1-3
269	lo cercano transcurre en dirección opuesta a lo trascendente	14	0.10729054520430324	r2-1-2
270	retazos de madera construyen un mirador	24	0.5059451613996283	r1-0-3
271	lerda noche escupe el pez muerto	14	0.4655797354951163	r3-1-2
272	fuera del agua los estertores duran menos de una hora	9	0.4974115540996203	r2-1-2
273	se contraen sibilantes las branquias	5	0.4175616812473971	r2-0-3
274	un cuervo tentado por la sangre	3	0.23036408170193576	r2-1-3
275	picando las mejillas desnudas y carnosas	5	0.5539134279992425	r2-0-2
276	caudal marrón de longevos meandros	24	0.7270948719021816	r1-0-3
277	el pez como el oído prescinde de párpados	13	0.5039507677552463	r2-0-3
278	los párpados son las piedras pulidas por el río	14	0.9115314642015893	r2-0-2
279	filtran los picotazos	6	3.1110637321951207	r1-1-0
280	pero atrapan los granos de polen	19	1.898708712138896	r0-1-0
281	que intentan sembrar su continuidad	28	0.36687035417497177	r3-0-2
